OBJECTID,Fire80_Raster,X,Y,asp2,twi,tmaxjuly_2,tmax,soilmois,slope,ndvi,lulc,lake,evt_aug,elevation,road,river,pcp
1,1,977898.6348,-171014.6681,4,-6,4,5,4,3,5,4,2,5,3,2,4,3
2,1,941398.6348,-51414.66811,5,-46,4,5,3,2,5,4,4,5,3,2,4,3
3,1,947098.6348,-50814.66811,5,-6,4,5,3,2,5,4,4,5,3,2,4,3
4,1,2355698.635,-50114.66811,5,-6,3,5,3,2,5,4,5,5,1,0,5,4
5,1,2349198.635,-51214.66811,3,143,3,5,3,3,5,4,5,4,1,0,5,4
6,1,2353798.635,-52114.66811,3,-6,3,5,3,2,5,4,5,4,1,0,5,4
7,1,2353898.635,-39714.66811,4,-6,3,5,3,3,5,4,5,5,1,0,5,4
8,1,2354898.635,-45114.66811,3,129,3,5,3,2,5,4,5,5,1,0,5,4
9,1,2347098.635,-47014.66811,4,-6,3,5,3,2,5,4,5,4,1,0,5,4
10,1,2362098.635,-46714.66811,3,-6,3,5,3,2,5,4,5,5,1,1,5,4
11,1,830898.6348,-19714.66811,5,143,4,4,3,3,5,4,3,5,3,2,3,3
12,1,728098.6348,11285.33189,4,-46,3,4,3,2,5,4,3,5,3,1,4,3
13,1,726498.6348,9885.33189,3,143,3,4,3,4,5,4,3,5,3,1,4,3
14,1,724698.6348,8785.33189,3,129,3,4,3,2,5,4,3,5,3,0,4,3
15,1,725798.6348,5285.33189,2,143,3,4,3,3,5,4,3,5,3,0,4,3
16,1,727298.6348,12585.33189,3,-6,3,4,3,4,5,4,3,5,3,1,4,3
17,1,725698.6348,11985.33189,2,-219,3,4,3,4,5,4,3,5,3,1,4,3
18,1,-114701.3652,40485.33189,5,-46,5,5,4,2,4,2,3,5,2,0,4,2
19,1,1623898.635,54985.33189,2,129,4,4,3,4,5,4,4,4,3,2,5,3
20,1,1629298.635,51885.33189,5,-6,4,5,3,5,5,4,4,4,3,2,4,3
21,1,1629798.635,50985.33189,2,-46,4,5,3,3,5,4,4,4,3,2,4,3
22,1,1630698.635,49785.33189,3,-6,4,5,3,3,5,4,4,4,3,2,4,3
23,1,1594998.635,59285.33189,2,129,4,5,3,3,5,4,3,4,3,3,5,3
24,1,-329001.3652,100985.3319,5,-46,5,5,2,2,3,3,3,5,3,1,3,2
25,1,1424598.635,100885.3319,3,-46,3,4,2,2,5,4,3,4,3,3,3,3
26,1,1422798.635,100085.3319,4,129,3,4,2,2,5,4,3,4,3,3,3,3
27,1,1422098.635,98185.33189,5,129,4,4,2,2,4,4,3,4,3,3,3,3
28,1,1425198.635,95685.33189,4,143,4,4,2,3,5,4,3,4,3,3,3,3
29,1,1423498.635,94585.33189,2,129,4,4,2,3,5,4,3,4,3,3,3,3
30,1,1425198.635,93485.33189,3,129,4,4,2,3,5,4,3,4,3,3,3,3
31,1,1426698.635,93185.33189,4,-46,4,4,2,2,5,4,3,4,3,3,3,3
32,1,1423498.635,92185.33189,3,129,4,4,2,2,5,4,3,4,3,3,3,3
33,1,1447098.635,111285.3319,5,143,4,4,2,3,5,4,2,4,3,3,3,3
34,1,1450198.635,115885.3319,5,-6,3,4,2,2,5,4,2,4,3,3,3,3
35,1,1453798.635,115885.3319,3,-46,4,4,2,2,5,4,2,4,3,3,4,3
36,1,1454998.635,114685.3319,5,129,4,4,2,2,5,4,2,4,3,3,4,3
37,1,1449298.635,114085.3319,3,-46,3,4,2,2,5,4,2,4,3,3,3,3
38,1,1456098.635,113385.3319,5,129,4,4,2,2,5,4,2,4,3,3,4,3
39,1,1449198.635,112285.3319,2,129,4,4,2,3,5,4,2,4,3,3,3,3
40,1,1456398.635,110485.3319,5,129,4,4,2,2,5,4,2,4,3,3,4,3
41,1,1455898.635,108985.3319,2,129,4,4,2,3,5,4,2,4,3,3,4,3
42,1,1454398.635,108585.3319,2,143,4,4,2,3,5,4,2,4,3,3,4,3
43,1,1454798.635,107185.3319,5,143,4,4,2,3,5,4,2,4,3,3,4,3
44,1,1472998.635,117285.3319,5,129,3,4,2,4,5,4,2,4,3,3,4,3
45,1,1474198.635,115085.3319,4,-46,3,4,2,3,5,4,2,4,3,3,4,3
46,1,1473698.635,114485.3319,3,-46,3,4,2,4,5,4,2,4,3,3,4,3
47,1,1472398.635,113785.3319,3,-6,3,4,2,3,5,4,2,4,3,3,4,3
48,1,1552198.635,110685.3319,3,143,4,4,2,3,5,4,3,4,3,3,5,3
49,1,2187398.635,115685.3319,5,143,5,5,3,4,5,9,5,5,2,1,3,4
50,1,1447698.635,128585.3319,4,129,4,4,2,3,5,4,2,4,3,3,3,3
51,1,1454498.635,120385.3319,5,129,4,4,2,4,5,4,2,4,3,3,4,3
52,1,1453798.635,118185.3319,4,143,4,4,2,3,5,4,2,4,3,3,4,3
53,1,1471998.635,120385.3319,5,-219,3,4,2,5,4,4,2,4,3,3,4,3
54,1,1471798.635,119685.3319,5,-219,3,4,2,5,4,4,2,4,3,3,4,3
55,1,1471498.635,119385.3319,5,-6,3,4,2,4,5,4,2,4,3,3,4,3
56,1,1113298.635,140785.3319,3,129,4,4,2,2,5,6,4,4,3,2,4,3
57,1,1112698.635,137685.3319,5,129,4,4,2,3,5,4,4,4,3,2,5,3
58,1,1113198.635,134985.3319,2,129,4,4,3,3,5,4,4,4,3,2,5,3
59,1,1127398.635,143385.3319,2,143,4,4,2,3,5,4,4,4,3,2,4,3
60,1,1121898.635,142885.3319,4,143,4,4,2,3,5,4,4,4,3,2,4,3
61,1,1116698.635,141285.3319,4,129,4,4,2,3,5,4,4,4,3,2,4,3
62,1,1125898.635,140685.3319,4,-6,4,4,2,3,4,4,4,4,3,2,4,3
63,1,1128898.635,140385.3319,4,143,4,4,2,3,4,4,4,4,3,2,4,3
64,1,1121398.635,139085.3319,2,129,4,4,2,2,4,4,4,4,3,2,4,3
65,1,1116798.635,137985.3319,3,-6,4,4,2,2,5,4,4,4,3,2,4,3
66,1,1130798.635,143485.3319,3,-46,4,4,2,2,4,4,4,4,3,2,4,3
67,1,2192298.635,139485.3319,2,-219,5,5,3,4,5,9,5,5,2,1,3,4
68,1,1540298.635,148685.3319,2,143,3,4,2,3,5,4,2,3,3,3,5,3
69,1,-274701.3652,170485.3319,3,-6,5,5,3,2,3,4,2,5,2,1,3,2
70,1,-255801.3652,175785.3319,3,-6,5,5,3,2,3,4,1,5,2,2,2,2
71,1,-250801.3652,165985.3319,3,-46,5,5,3,2,2,4,1,5,2,2,1,2
72,1,166098.6348,177085.3319,4,-46,4,4,2,2,5,4,4,4,3,2,4,2
73,1,1300698.635,178485.3319,5,143,4,4,2,3,5,4,3,4,3,1,2,3
74,1,1298698.635,175385.3319,5,-6,4,4,2,3,5,4,3,4,2,0,2,3
75,1,1299098.635,172985.3319,5,129,4,4,2,3,4,4,3,4,3,1,2,3
76,1,1298698.635,167385.3319,2,-6,4,4,2,2,5,4,3,4,3,0,2,3
77,1,1356898.635,176485.3319,3,129,3,4,2,3,4,4,3,4,3,2,3,3
78,1,1353498.635,175485.3319,3,-219,3,4,2,4,4,4,3,4,3,2,3,3
79,1,1352698.635,174285.3319,3,-219,3,4,2,4,4,4,3,4,3,2,3,3
80,1,1363198.635,177885.3319,4,-6,3,4,2,2,4,4,3,4,3,2,3,3
81,1,1358098.635,172185.3319,3,143,3,4,2,4,4,4,3,4,3,2,3,3
82,1,1364598.635,169585.3319,5,-219,3,4,2,4,4,4,3,4,3,2,3,3
83,1,1468998.635,178185.3319,3,-46,3,4,2,2,4,4,1,4,3,3,4,3
84,1,1467798.635,177385.3319,3,129,3,4,2,2,3,4,1,4,3,3,4,3
85,1,1466498.635,177285.3319,4,143,4,4,2,3,4,4,1,4,3,3,4,3
86,1,1472498.635,167185.3319,2,-219,4,4,2,4,4,4,1,4,3,3,4,3
87,1,173598.6348,179785.3319,5,129,4,4,2,2,5,4,4,4,3,2,4,2
88,1,352498.6348,180185.3319,3,-6,5,4,2,2,4,4,3,5,3,3,4,3
89,1,1354098.635,190485.3319,5,-6,3,4,2,2,4,11,3,4,3,2,4,3
90,1,1356298.635,187985.3319,5,143,4,4,2,3,4,4,3,4,3,2,3,3
91,1,1364198.635,192285.3319,5,129,3,4,2,4,4,4,3,4,3,2,3,3
92,1,1364598.635,188485.3319,2,143,3,4,2,4,4,4,3,4,3,2,3,3
93,1,1364998.635,184385.3319,5,-46,3,4,2,2,4,4,3,4,3,2,3,3
94,1,1357898.635,183585.3319,3,143,3,4,2,3,4,5,3,4,3,2,3,3
95,1,1363398.635,180885.3319,5,143,3,4,2,3,4,4,3,4,3,2,3,3
96,1,1357698.635,180485.3319,3,129,3,4,2,2,4,4,3,4,3,2,3,3
97,1,198898.6348,203385.3319,2,-6,4,4,2,4,4,4,4,4,3,3,4,3
98,1,198598.6348,199585.3319,5,129,4,4,2,2,5,4,4,4,3,3,4,3
99,1,201798.6348,198785.3319,4,-46,4,4,2,2,5,11,4,4,3,3,4,3
100,1,204398.6348,205885.3319,5,129,4,4,2,2,4,4,4,4,3,3,4,3
101,1,207798.6348,202385.3319,4,129,4,4,2,2,5,4,4,4,3,3,4,3
102,1,207598.6348,198285.3319,4,143,4,4,2,4,5,4,4,4,3,3,4,3
103,1,347198.6348,208185.3319,5,129,5,4,2,2,4,4,3,4,3,3,4,3
104,1,341898.6348,201585.3319,2,129,5,4,2,2,4,4,3,4,3,3,4,3
105,1,349898.6348,198685.3319,3,-6,5,4,2,3,4,5,3,4,3,3,4,3
106,1,345698.6348,198485.3319,2,-6,5,4,2,3,4,5,3,4,3,3,4,3
107,1,357498.6348,202685.3319,3,129,5,4,2,2,4,4,3,4,3,3,4,3
108,1,354798.6348,197185.3319,5,129,5,4,2,3,4,4,3,4,3,3,4,3
109,1,1353298.635,208585.3319,4,129,4,4,2,3,4,4,3,4,3,2,4,3
110,1,1356698.635,207985.3319,5,143,4,4,2,3,4,4,3,4,3,2,4,3
111,1,1352498.635,203985.3319,5,143,4,4,2,4,4,4,3,4,3,2,4,3
112,1,1356698.635,202385.3319,2,129,3,4,2,2,4,4,3,4,3,2,4,3
113,1,1355898.635,198085.3319,2,-46,3,4,2,2,4,5,3,4,3,2,4,3
114,1,1355498.635,194885.3319,4,-6,4,4,2,2,4,4,3,4,3,2,4,3
115,1,1364198.635,199685.3319,4,129,3,4,2,2,4,4,3,4,3,2,4,3
116,1,-286901.3652,217385.3319,3,-6,5,4,3,2,4,4,2,5,2,2,3,2
117,1,363598.6348,210085.3319,3,143,5,4,2,3,4,4,3,4,3,3,4,3
118,1,1298198.635,214985.3319,5,-6,4,4,2,2,4,4,3,4,3,0,3,3
119,1,1298398.635,212085.3319,4,129,4,4,2,2,5,4,3,4,3,0,3,3
120,1,1353298.635,223685.3319,5,143,4,4,2,3,4,4,3,4,3,2,4,3
121,1,1352498.635,218285.3319,2,143,4,4,2,3,4,4,3,4,3,2,4,3
122,1,1352698.635,212185.3319,5,-46,4,4,2,2,4,4,3,4,3,2,4,3
123,1,1357098.635,210385.3319,2,129,4,4,2,3,4,4,3,4,3,2,4,3
124,1,1424298.635,218585.3319,3,-6,3,4,2,2,4,4,2,4,3,2,4,3
125,1,1425698.635,216585.3319,5,-46,3,4,2,2,4,4,2,4,3,2,4,3
126,1,1426698.635,213985.3319,5,-46,3,4,2,3,4,4,2,4,3,2,4,3
127,1,1427498.635,210985.3319,5,129,3,4,2,3,4,4,2,4,3,2,4,3
128,1,1424898.635,210585.3319,3,-6,3,4,2,2,4,4,2,4,3,2,4,3
129,1,1500698.635,222985.3319,3,143,3,4,2,4,5,4,2,3,3,2,5,3
130,1,1508398.635,215585.3319,2,143,3,4,2,3,4,4,2,3,3,2,5,3
131,1,-282901.3652,239285.3319,3,-46,5,4,3,2,3,4,1,5,2,2,2,2
132,1,-279601.3652,234585.3319,3,-6,5,4,3,2,4,2,1,5,2,2,2,2
133,1,411198.6348,238085.3319,3,143,4,4,2,3,4,4,3,4,3,3,4,3
134,1,527298.6348,233185.3319,2,129,4,4,2,3,4,4,3,4,3,3,4,3
135,1,533598.6348,226985.3319,3,-46,4,4,2,2,4,4,3,4,2,3,4,3
136,1,542298.6348,238685.3319,5,129,4,4,2,2,1,4,3,4,2,3,4,3
137,1,543198.6348,230685.3319,4,-6,4,4,2,2,4,4,3,4,2,3,4,3
138,1,1290598.635,239185.3319,3,143,3,4,2,4,5,4,4,4,3,1,3,3
139,1,1293998.635,237085.3319,2,-46,3,4,2,3,5,4,4,4,3,1,3,3
140,1,1291098.635,233685.3319,2,129,3,4,2,2,5,3,4,4,3,1,3,3
141,1,1290398.635,229685.3319,2,-46,4,4,2,2,5,11,4,4,3,1,3,3
142,1,1356898.635,232585.3319,4,129,4,4,2,3,4,5,3,4,3,1,4,3
143,1,1354498.635,228785.3319,3,-46,4,4,2,2,4,11,3,4,3,1,4,3
144,1,1396998.635,233785.3319,3,129,3,4,2,3,4,4,3,4,3,2,4,3
145,1,1396998.635,228285.3319,3,-6,3,4,2,2,4,4,3,4,3,2,4,3
146,1,1423998.635,238985.3319,2,129,3,4,2,2,4,4,2,4,3,2,4,3
147,1,1425898.635,237385.3319,5,129,3,4,2,3,4,4,2,4,3,2,4,3
148,1,1424298.635,235385.3319,5,-46,3,4,2,2,4,4,2,4,3,2,4,3
149,1,1427298.635,232985.3319,5,-6,3,4,2,2,4,4,2,4,3,2,4,3
150,1,1458998.635,235285.3319,3,-219,3,4,2,4,4,4,2,3,3,2,4,3
151,1,1458598.635,234585.3319,3,143,3,4,2,4,4,4,2,3,3,2,4,3
152,1,1457798.635,233785.3319,5,-219,3,4,2,4,4,4,2,3,3,2,4,3
153,1,1458998.635,233085.3319,3,143,3,4,2,4,4,4,2,3,3,2,4,3
154,1,1459998.635,231285.3319,5,-6,3,4,2,2,4,4,2,3,3,2,4,3
155,1,1459098.635,230985.3319,3,143,3,4,2,3,4,4,2,3,3,2,4,3
156,1,-1431301.365,254485.3319,2,-219,5,5,4,5,5,4,3,5,4,1,3,2
157,1,-1429501.365,251785.3319,3,-219,4,5,4,5,5,4,3,5,4,1,3,2
158,1,-1434401.365,251085.3319,3,-219,5,5,4,5,5,4,3,5,5,1,4,2
159,1,-1436401.365,249285.3319,4,-219,4,5,4,5,5,4,3,5,5,1,4,3
160,1,-1429301.365,248385.3319,5,-219,4,5,4,5,5,4,3,5,5,1,3,2
161,1,291798.6348,250585.3319,2,-6,4,4,2,2,4,4,4,4,3,3,3,3
162,1,287598.6348,249685.3319,5,143,4,4,2,3,4,4,4,4,3,3,3,3
163,1,292098.6348,243585.3319,4,129,5,4,2,2,3,4,4,4,3,3,2,3
164,1,410698.6348,253185.3319,3,129,4,4,2,2,4,4,3,4,3,3,4,3
165,1,415698.6348,246685.3319,2,129,4,4,2,2,4,4,3,4,3,3,4,3
166,1,515098.6348,251285.3319,5,-6,4,4,2,2,4,4,3,4,3,3,3,3
167,1,536398.6348,249685.3319,3,-6,4,4,2,2,4,4,3,4,3,3,4,3
168,1,547598.6348,250285.3319,2,129,4,4,2,2,4,4,3,4,3,3,4,3
169,1,1293198.635,253185.3319,4,143,4,4,2,3,5,4,4,4,3,1,4,3
170,1,1291298.635,250385.3319,3,-46,4,4,2,3,4,4,4,4,2,1,4,3
171,1,1291698.635,244685.3319,4,143,4,4,2,3,4,4,4,4,3,1,3,3
172,1,1294398.635,241285.3319,2,-6,4,4,2,2,5,4,4,4,3,1,3,3
173,1,1288698.635,240685.3319,2,129,3,4,2,3,5,4,4,4,3,1,3,3
174,1,1298298.635,248285.3319,4,143,4,4,2,3,5,4,4,4,3,1,4,3
175,1,1401898.635,253485.3319,3,-6,4,4,2,2,4,4,3,4,3,1,4,3
176,1,1416598.635,247285.3319,2,-46,3,4,2,2,4,3,3,4,3,2,4,3
177,1,1410098.635,246485.3319,2,-6,3,4,2,2,4,4,3,4,3,2,4,3
178,1,1413798.635,245485.3319,5,-6,3,4,2,2,4,4,3,4,3,2,4,3
179,1,1410698.635,244385.3319,4,-6,3,4,2,2,4,4,3,4,3,2,4,3
180,1,1417398.635,243785.3319,4,129,3,4,2,2,4,4,3,4,3,2,4,3
181,1,1413598.635,243185.3319,5,-6,3,4,2,2,3,4,3,4,3,2,4,3
182,1,1415198.635,240385.3319,5,-6,3,4,2,2,3,4,3,4,3,2,4,3
183,1,1417998.635,240385.3319,4,-6,4,4,2,2,4,4,2,4,3,2,4,3
184,1,1423998.635,254485.3319,1,-46,3,4,2,2,4,11,3,4,3,2,4,3
185,1,1426898.635,254285.3319,5,129,3,4,2,2,4,4,3,4,3,2,4,3
186,1,1427298.635,251885.3319,5,-6,3,4,2,2,4,4,3,4,3,2,4,3
187,1,1425298.635,249285.3319,5,129,3,4,2,2,4,4,3,4,3,2,4,3
188,1,1427098.635,245885.3319,5,129,3,4,2,2,4,4,2,4,3,2,4,3
189,1,1425098.635,244385.3319,5,-46,3,4,2,2,4,4,2,4,3,2,4,3
190,1,1427698.635,242585.3319,2,143,3,4,2,3,4,4,2,4,3,2,4,3
191,1,1425098.635,241585.3319,5,-6,3,4,2,3,4,4,2,4,3,2,4,3
192,1,1462498.635,246185.3319,5,-46,3,4,2,2,4,4,2,3,3,2,4,3
193,1,1461498.635,245885.3319,3,143,3,4,2,3,4,4,2,3,3,2,4,3
194,1,1463098.635,245285.3319,5,-219,3,4,2,4,4,4,2,3,3,2,4,3
195,1,1462298.635,244285.3319,2,143,3,4,2,4,4,4,2,3,3,2,4,3
196,1,517498.6348,260885.3319,2,-46,4,4,2,2,4,4,3,4,3,3,3,3
197,1,527198.6348,264985.3319,2,-46,4,4,2,2,4,4,3,4,2,3,3,3
198,1,525898.6348,258285.3319,3,129,4,4,2,2,4,4,3,4,3,3,3,3
199,1,549398.6348,264085.3319,3,129,4,4,2,3,4,4,3,4,2,3,3,3
200,1,542198.6348,259985.3319,2,129,4,4,2,3,4,4,3,4,2,3,3,3
201,1,554898.6348,261985.3319,3,143,4,4,2,3,4,4,3,4,2,3,3,3
202,1,1299098.635,263785.3319,2,143,4,4,2,3,5,4,4,4,3,2,4,3
203,1,1402198.635,267585.3319,2,129,4,4,2,3,4,4,3,4,3,1,4,3
204,1,1396698.635,266085.3319,2,-6,3,4,2,2,4,4,3,4,3,1,4,3
205,1,1401098.635,264785.3319,3,143,4,4,2,3,4,4,3,4,3,1,4,3
206,1,1400698.635,261985.3319,2,-46,4,4,2,2,4,4,3,4,3,1,4,3
207,1,1404298.635,268385.3319,5,129,4,4,2,3,4,4,3,4,3,1,4,3
208,1,1405798.635,264585.3319,5,143,4,4,2,3,3,4,3,4,3,1,4,3
209,1,1403198.635,261385.3319,2,-6,4,4,2,2,4,11,3,4,3,1,4,3
210,1,1403198.635,257785.3319,1,-6,4,4,2,1,4,4,3,4,3,1,4,3
211,1,1401298.635,275185.3319,4,-6,3,4,2,3,4,4,3,3,3,1,4,3
212,1,1396698.635,270885.3319,5,143,3,4,2,3,4,4,3,4,3,1,4,3
213,1,1402298.635,270185.3319,4,129,3,4,2,2,4,11,3,4,3,1,4,3
214,1,1403198.635,272185.3319,5,-6,3,4,2,2,4,4,3,4,3,1,5,3
215,1,-1511401.365,293985.3319,5,129,4,5,4,5,4,4,2,5,4,1,4,3
216,1,-1503201.365,292385.3319,3,-219,4,5,4,5,5,4,2,5,5,1,4,2
217,1,-1411401.365,298185.3319,4,-6,5,5,3,5,5,4,3,5,4,0,3,2
218,1,999898.6348,294485.3319,5,-6,4,4,2,3,4,6,4,4,2,3,4,3
219,1,998798.6348,292885.3319,5,143,4,4,2,3,4,6,4,4,2,3,4,3
220,1,1022598.635,296585.3319,2,-46,4,4,2,2,4,8,4,4,2,3,4,3
221,1,1023398.635,299685.3319,2,129,4,4,2,3,4,6,4,4,2,3,4,3
222,1,1025198.635,298285.3319,2,129,4,4,2,2,4,4,4,4,2,3,4,3
223,1,1157698.635,289885.3319,5,-6,4,4,2,3,4,4,4,4,2,3,4,3
224,1,1172098.635,298285.3319,5,-46,4,4,2,2,4,6,4,4,2,3,4,3
225,1,1171898.635,294285.3319,4,143,4,4,2,3,4,4,4,4,2,3,4,3
226,1,1172198.635,288185.3319,3,-6,4,4,2,2,4,6,4,4,2,3,4,3
227,1,1162698.635,285685.3319,4,143,4,4,2,3,4,5,4,4,2,3,4,3
228,1,1179798.635,298685.3319,5,129,4,4,2,3,4,4,4,4,2,3,4,3
229,1,1188598.635,296985.3319,5,143,4,4,2,3,4,4,4,4,2,3,3,3
230,1,1190998.635,298085.3319,3,143,4,4,2,3,4,4,4,4,2,3,3,3
231,1,1814698.635,298185.3319,5,-46,4,4,2,3,5,4,4,3,2,1,4,3
232,1,-1473501.365,314185.3319,3,-219,5,5,2,4,4,2,3,5,4,1,4,2
233,1,-1471801.365,311585.3319,2,143,5,5,2,3,4,5,3,5,4,1,4,2
234,1,-1472301.365,308185.3319,4,143,5,5,2,5,4,8,3,5,4,1,4,2
235,1,-1463401.365,313485.3319,5,-46,5,5,2,3,4,5,3,5,3,0,4,2
236,1,-1468901.365,311985.3319,5,129,5,5,2,2,4,4,3,5,4,1,4,2
237,1,-1466601.365,311985.3319,3,-6,5,5,2,2,5,5,3,5,4,0,4,2
238,1,-1467001.365,308885.3319,3,-219,5,5,2,4,4,5,3,5,4,0,4,2
239,1,-1446401.365,313385.3319,4,-219,3,4,3,5,3,8,3,5,5,1,4,3
240,1,-1448401.365,310185.3319,2,-219,3,4,3,5,3,4,3,5,5,1,4,3
241,1,-1444401.365,307785.3319,3,-219,4,4,3,5,4,4,3,5,5,1,4,2
242,1,-1439701.365,307785.3319,4,-219,4,5,3,5,4,4,3,5,5,1,4,2
243,1,-1408701.365,306985.3319,2,-219,3,4,3,5,4,4,3,5,5,1,4,2
244,1,212898.6348,313785.3319,4,-6,4,4,2,2,4,4,4,4,3,3,1,2
245,1,217198.6348,312085.3319,3,129,4,4,2,2,4,4,4,4,3,3,2,2
246,1,1001998.635,305785.3319,2,129,4,4,2,2,4,4,4,4,2,3,4,3
247,1,1002298.635,303985.3319,2,-6,4,4,2,2,4,4,4,4,2,3,4,3
248,1,1026398.635,301285.3319,3,129,4,4,2,2,4,6,4,4,2,3,4,3
249,1,1027398.635,300185.3319,2,129,4,4,2,3,4,4,4,4,2,3,4,3
250,1,1050998.635,315285.3319,2,129,4,4,2,2,4,4,4,4,2,3,4,3
251,1,1051798.635,313985.3319,2,-6,4,4,2,2,4,6,4,4,2,3,4,3
252,1,1052298.635,312385.3319,2,129,4,4,2,2,4,4,4,4,2,3,4,3
253,1,1050498.635,311585.3319,2,143,4,4,2,2,4,4,4,4,2,3,4,3
254,1,1050998.635,310185.3319,2,143,4,4,2,3,4,4,4,4,2,3,4,3
255,1,1053298.635,314285.3319,2,-46,4,4,2,2,4,4,4,4,2,3,4,3
256,1,1055098.635,314285.3319,2,143,4,4,2,3,4,4,4,4,2,3,4,3
257,1,1053998.635,312085.3319,2,-46,4,4,2,2,4,5,4,4,2,3,4,3
258,1,1172298.635,301685.3319,2,129,4,4,2,2,4,6,4,4,2,3,4,3
259,1,1186898.635,309185.3319,3,-46,4,4,2,2,4,4,4,4,2,3,3,3
260,1,1183398.635,308585.3319,5,129,4,4,2,2,4,6,4,4,2,3,3,3
261,1,1185398.635,307485.3319,5,-6,4,4,2,2,4,4,4,4,2,3,3,3
262,1,1184098.635,305685.3319,3,-46,4,4,2,2,4,4,4,4,2,3,3,3
263,1,1187398.635,304385.3319,2,129,4,4,2,2,4,4,4,4,2,3,3,3
264,1,1180498.635,303985.3319,2,143,4,4,2,4,4,4,4,4,2,3,4,3
265,1,1184798.635,303885.3319,2,143,4,4,2,3,4,4,4,4,2,3,3,3
266,1,1182798.635,303085.3319,2,129,4,4,2,3,4,4,4,4,2,3,3,3
267,1,1184398.635,301685.3319,2,143,4,4,2,3,4,4,4,4,2,3,3,3
268,1,1187098.635,300885.3319,2,143,4,4,2,3,4,4,4,4,2,3,3,3
269,1,1189898.635,300685.3319,5,129,4,4,2,2,4,4,4,4,2,3,3,3
270,1,1181298.635,300385.3319,5,129,4,4,2,3,4,4,4,4,2,3,4,3
271,1,1191298.635,308485.3319,2,129,4,4,2,2,4,4,4,4,2,3,3,3
272,1,1191398.635,305485.3319,2,129,4,4,2,2,4,4,4,4,2,3,3,3
273,1,1191398.635,303085.3319,4,129,4,4,2,2,4,4,4,4,2,3,3,3
274,1,1192498.635,300685.3319,3,129,4,4,2,3,4,4,4,4,2,3,3,3
275,1,1610098.635,313785.3319,3,-46,4,4,2,3,5,4,4,3,2,1,3,3
276,1,-1467301.365,324085.3319,3,143,5,5,2,3,4,5,3,5,4,0,4,2
277,1,-1465901.365,321585.3319,3,143,5,5,2,4,4,4,3,5,4,0,4,2
278,1,-1463701.365,316185.3319,3,-46,5,5,2,4,4,5,3,5,3,0,4,2
279,1,217198.6348,320885.3319,4,-46,4,4,2,2,4,4,4,4,3,3,2,2
280,1,205998.6348,316585.3319,3,129,4,4,2,2,4,4,4,4,3,3,3,2
281,1,1044298.635,329385.3319,2,-46,4,4,3,2,4,6,4,4,1,3,4,3
282,1,1045998.635,329285.3319,2,-6,4,4,3,2,4,6,4,4,1,3,4,3
283,1,1042598.635,327985.3319,2,-6,4,4,3,2,4,6,4,4,1,3,4,3
284,1,1043698.635,326985.3319,2,-6,4,4,3,2,4,6,4,4,1,3,4,3
285,1,1045598.635,326985.3319,2,-6,4,4,3,2,4,6,4,4,1,3,4,3
286,1,1042098.635,326585.3319,2,-6,4,4,3,2,4,6,4,4,1,3,4,3
287,1,1044798.635,325285.3319,2,-6,4,4,3,2,4,4,4,4,1,3,4,3
288,1,1042698.635,325085.3319,2,-6,4,4,3,2,4,6,4,4,1,3,4,3
289,1,1050998.635,324285.3319,2,-46,4,4,2,2,4,4,4,4,1,3,4,3
290,1,1052098.635,323885.3319,2,-46,4,4,2,2,4,8,4,4,1,3,4,3
291,1,1043598.635,323685.3319,2,129,4,4,3,2,4,6,4,4,1,3,4,3
292,1,1046198.635,322985.3319,2,129,4,4,2,2,4,4,4,4,1,3,4,3
293,1,1044298.635,322685.3319,2,129,4,4,3,2,4,4,4,4,1,3,4,3
294,1,1050598.635,322485.3319,2,-46,4,4,2,2,4,6,4,4,1,3,4,3
295,1,1045298.635,321185.3319,2,129,4,4,3,3,4,6,4,4,1,3,4,3
296,1,1052898.635,320585.3319,2,143,4,4,2,3,4,6,4,4,1,3,4,3
297,1,1050898.635,318885.3319,2,129,4,4,2,3,4,4,4,4,1,3,4,3
298,1,1045898.635,318385.3319,2,-46,4,4,2,3,4,4,4,4,1,3,4,3
299,1,1051798.635,317785.3319,2,143,4,4,2,3,4,4,4,4,1,3,4,3
300,1,1058798.635,326385.3319,1,-6,4,4,2,2,4,6,4,4,1,3,3,3
301,1,1057098.635,322985.3319,2,-46,4,4,2,2,4,6,4,4,1,3,4,3
302,1,1053298.635,322685.3319,2,-6,4,4,2,2,4,6,4,4,1,3,4,3
303,1,1055098.635,321585.3319,2,-46,4,4,2,2,4,4,4,4,1,3,4,3
304,1,1057898.635,320085.3319,2,143,4,4,2,3,4,6,4,4,1,3,4,3
305,1,1054898.635,318085.3319,2,129,4,4,2,3,4,4,4,4,1,3,4,3
306,1,1057698.635,318085.3319,2,-46,4,4,2,2,4,6,4,4,1,3,4,3
307,1,1059098.635,317585.3319,2,143,4,4,2,3,4,4,4,4,1,3,4,3
308,1,1055698.635,316885.3319,2,143,4,4,2,3,4,4,4,4,1,3,4,3
309,1,1053298.635,316185.3319,2,-46,4,4,2,3,4,4,4,4,1,3,4,3
310,1,1056898.635,315485.3319,2,129,4,4,2,2,4,4,4,4,2,3,4,3
311,1,1589898.635,329885.3319,4,-6,3,4,2,4,4,4,3,3,2,2,4,3
