OBJECTID,Fire80_Raster,X,Y,asp2,twi,tmaxjuly_2,tmax,soilmois,slope,ndvi,lulc,lake,evt_aug,elevation,road,river,pcp
5175,0,1641269.876,-148733.8942,3,-6,5,5,2,2,4,2,4,5,1,1,1,3
5176,0,1651169.876,-145733.8942,2,-46,5,5,2,2,3,2,4,5,1,1,2,3
5177,0,1663769.876,-144833.8942,5,-6,5,5,2,2,4,2,4,5,1,1,3,3
5178,0,792969.8763,-121633.8942,4,129,2,5,4,4,5,4,1,5,3,0,2,4
5179,0,789869.8763,-121833.8942,5,-219,2,5,4,5,5,4,1,5,3,0,2,4
5180,0,794169.8763,-123233.8942,5,-219,2,4,4,4,5,4,1,5,3,0,2,4
5181,0,790969.8763,-123633.8942,5,-219,2,5,4,5,5,4,1,5,3,0,1,4
5182,0,792169.8763,-125633.8942,5,143,2,5,4,4,5,4,1,5,3,0,2,4
5183,0,794169.8763,-126833.8942,4,-219,2,5,4,4,5,4,1,5,3,0,2,4
5184,0,789969.8763,-127533.8942,2,-219,2,5,4,5,4,4,1,5,2,0,1,4
5185,0,793269.8763,-127833.8942,2,143,2,5,4,3,5,4,1,5,3,0,2,4
5186,0,788369.8763,-127933.8942,5,-219,2,5,4,5,2,11,1,5,2,0,1,3
5187,0,790869.8763,-129133.8942,3,-219,2,5,4,4,5,4,1,5,3,0,1,4
5188,0,794669.8763,-130333.8942,5,129,2,5,4,4,5,4,1,5,3,1,3,4
5189,0,791569.8763,-131433.8942,3,-6,2,5,4,4,5,4,1,5,3,0,2,4
5190,0,790769.8763,-131733.8942,4,129,2,5,4,5,5,4,1,5,3,0,2,4
5191,0,788569.8763,-132633.8942,4,-219,2,5,4,4,4,4,1,5,3,0,1,4
5192,0,793469.8763,-132833.8942,3,143,2,5,4,3,5,4,1,5,3,1,3,4
5193,0,790969.8763,-134033.8942,5,-219,2,5,4,5,5,4,1,5,3,0,2,4
5194,0,790769.8763,-134133.8942,5,143,2,5,4,4,5,4,1,5,3,0,2,4
5195,0,789469.8763,-134333.8942,4,-46,2,5,4,2,5,4,1,5,2,0,2,4
5196,0,807269.8763,-123233.8942,4,143,3,4,4,3,5,4,2,5,3,1,3,4
5197,0,801769.8763,-123333.8942,4,-219,3,5,4,5,4,4,2,5,3,1,3,4
5198,0,799969.8763,-125833.8942,4,-219,3,5,4,5,4,4,1,5,3,1,3,4
5199,0,795769.8763,-126233.8942,4,-219,2,5,4,4,5,4,1,5,3,0,3,4
5200,0,797769.8763,-127733.8942,5,143,3,5,4,4,5,4,1,5,3,1,3,4
5201,0,807369.8763,-128333.8942,4,-219,3,5,4,5,5,4,2,5,3,1,3,4
5202,0,797069.8763,-129633.8942,2,-219,3,5,4,5,5,4,1,5,3,1,3,4
5203,0,798869.8763,-129633.8942,2,-219,3,5,4,4,5,4,1,5,3,1,3,4
5204,0,804169.8763,-131333.8942,3,143,3,5,4,3,5,4,2,5,3,1,3,4
5205,0,810069.8763,-132233.8942,4,129,3,5,4,4,5,4,2,5,3,1,3,4
5206,0,800469.8763,-132833.8942,2,-219,3,5,4,4,5,4,2,5,3,1,3,4
5207,0,803569.8763,-133933.8942,4,-219,3,5,4,4,5,4,2,5,3,1,3,4
5208,0,796069.8763,-135333.8942,5,-219,3,5,4,4,5,4,1,5,3,1,3,4
5209,0,814769.8763,-121733.8942,3,-46,3,4,4,3,5,4,2,5,3,1,3,4
5210,0,818069.8763,-128133.8942,5,143,4,5,4,3,5,4,2,5,3,1,3,4
5211,0,815869.8763,-128233.8942,4,-219,3,5,4,4,5,4,2,5,3,1,3,4
5212,0,815169.8763,-129333.8942,4,-219,3,5,4,4,5,4,2,5,3,1,3,4
5213,0,817969.8763,-129733.8942,4,143,4,5,4,3,5,4,2,5,3,1,3,4
5214,0,816869.8763,-132733.8942,4,143,4,5,4,4,5,4,2,5,3,1,3,4
5215,0,811769.8763,-133833.8942,3,143,3,5,4,4,5,4,2,5,3,1,3,4
5216,0,1080369.876,-134433.8942,4,143,4,5,4,3,5,4,3,5,3,1,4,3
5217,0,769569.8763,-105433.8942,5,-219,1,5,4,4,5,4,1,5,2,0,2,3
5218,0,779569.8763,-106733.8942,4,-219,1,5,4,4,5,4,1,5,3,1,3,3
5219,0,778669.8763,-107333.8942,4,143,1,5,4,5,5,4,1,5,3,0,3,3
5220,0,777169.8763,-107633.8942,4,143,1,5,4,3,5,4,1,5,2,0,2,3
5221,0,792769.8763,-109433.8942,2,143,3,5,3,4,5,4,2,5,3,1,3,4
5222,0,792969.8763,-114933.8942,4,143,3,5,3,5,5,4,1,5,3,1,3,4
5223,0,789469.8763,-117033.8942,2,-219,2,5,4,5,5,4,1,5,3,0,2,4
5224,0,789369.8763,-118033.8942,5,-219,2,5,4,5,5,4,1,5,3,0,2,4
5225,0,790069.8763,-120233.8942,5,143,2,5,4,4,5,4,1,5,3,0,2,4
5226,0,795769.8763,-112733.8942,4,-6,3,5,3,3,5,4,2,5,3,1,3,4
5227,0,801869.8763,-118233.8942,3,143,3,4,4,4,5,4,2,5,3,1,3,4
5228,0,816569.8763,-117433.8942,4,-46,3,5,4,3,5,4,2,5,3,1,3,4
5229,0,816869.8763,-118633.8942,2,129,3,5,4,4,5,4,2,5,3,1,3,4
5230,0,822669.8763,-119333.8942,2,-219,4,5,4,4,5,4,2,5,3,2,4,4
5231,0,812169.8763,-119633.8942,2,-219,3,5,4,4,5,4,2,5,3,1,3,4
5232,0,757569.8763,-92033.89418,5,129,1,5,3,4,5,4,1,5,3,1,2,3
5233,0,783069.8763,-100933.8942,5,-6,2,5,3,4,5,4,2,5,3,1,3,3
5234,0,1050169.876,-103533.8942,2,-6,4,5,4,3,5,4,3,5,3,2,5,3
5235,0,1183269.876,-97333.89418,3,-6,4,5,3,2,5,4,3,5,3,1,3,3
5236,0,1193169.876,-99633.89418,2,-46,4,5,3,2,5,4,3,5,3,1,3,3
5237,0,1642169.876,-90033.89418,2,143,5,5,2,3,4,4,4,5,1,1,3,3
5238,0,755569.8763,-79833.89418,5,-219,1,5,3,5,4,4,1,5,2,1,1,3
5239,0,755369.8763,-81233.89418,5,-219,1,5,3,5,5,4,1,5,3,1,1,3
5240,0,1040669.876,-81333.89418,3,129,4,5,3,2,5,4,3,5,3,2,5,3
5241,0,1180769.876,-75433.89418,3,143,4,5,3,3,5,4,4,5,3,1,2,3
5242,0,1199069.876,-80833.89418,5,129,5,5,3,2,5,4,4,5,2,2,2,3
5243,0,1200269.876,-85933.89418,5,143,5,5,3,3,5,4,4,5,2,2,1,3
5244,0,1284369.876,-85233.89418,3,143,4,5,3,3,5,4,4,5,3,2,4,3
5245,0,1292269.876,-87633.89418,5,129,4,5,3,2,5,4,4,5,3,2,4,3
5246,0,1592369.876,-77933.89418,3,-6,4,5,3,4,5,4,4,5,3,1,4,4
5247,0,1594469.876,-80133.89418,2,-219,4,5,3,4,5,4,4,5,3,1,4,4
5248,0,1605169.876,-79033.89418,3,-219,4,5,3,4,5,4,4,5,3,0,4,3
5249,0,1608369.876,-87833.89418,3,129,4,5,3,2,5,4,4,5,3,1,4,3
5250,0,1641569.876,-77233.89418,2,-46,5,5,3,2,4,4,4,5,1,1,3,3
5251,0,1635969.876,-87233.89418,4,-6,5,5,3,2,4,2,4,5,1,1,4,3
5252,0,1643869.876,-88333.89418,4,-6,5,5,2,2,4,2,4,5,1,1,3,3
5253,0,1646969.876,-75233.89418,2,-6,5,5,3,2,4,2,4,5,1,1,3,3
5254,0,1655369.876,-79733.89418,3,129,5,5,2,4,4,2,4,5,1,1,3,3
5255,0,1654369.876,-83633.89418,3,143,5,5,2,3,4,4,4,5,1,0,3,3
5256,0,1663569.876,-78733.89418,3,129,5,5,2,2,4,2,4,5,1,0,3,3
5257,0,1674969.876,-82233.89418,5,-6,5,5,2,2,4,2,4,5,1,1,2,3
5258,0,1667469.876,-85233.89418,,,5,5,2,,3,1,4,5,,0,2,3
5259,0,1677369.876,-80233.89418,5,129,5,5,2,3,4,2,4,5,1,1,3,3
5260,0,1677169.876,-86333.89418,5,-6,5,5,2,2,4,2,4,5,1,1,3,3
5261,0,1733969.876,-86033.89418,4,-6,5,5,2,2,5,2,4,4,1,1,4,4
5262,0,1732969.876,-88433.89418,3,-6,5,5,2,2,5,2,4,4,1,1,4,4
5263,0,762969.8763,-64833.89418,2,-219,2,4,3,4,5,4,1,5,3,0,3,3
5264,0,758369.8763,-68833.89418,5,-219,2,5,3,4,5,4,1,5,3,0,2,3
5265,0,763469.8763,-73233.89418,5,143,2,5,3,3,5,4,1,5,3,0,3,3
5266,0,1138069.876,-60333.89418,5,143,4,5,4,3,5,4,4,5,3,1,4,3
5267,0,1180269.876,-70233.89418,3,143,4,5,3,5,5,11,4,5,2,1,1,3
5268,0,1197469.876,-72033.89418,4,143,5,5,3,3,4,4,4,5,2,2,3,3
5269,0,1488369.876,-69433.89418,2,143,4,5,3,4,5,4,4,5,2,0,4,3
5270,0,1598669.876,-59833.89418,4,129,4,5,3,4,5,4,4,5,3,1,4,4
5271,0,1587369.876,-64133.89418,4,129,4,5,3,4,5,4,4,5,3,0,4,3
5272,0,1613169.876,-60333.89418,4,129,4,5,3,4,5,4,4,5,3,1,4,4
5273,0,1609169.876,-64233.89418,3,143,4,5,3,4,5,4,4,5,3,1,4,4
5274,0,1614269.876,-73233.89418,3,143,5,5,3,3,5,4,4,5,3,1,4,4
5275,0,1643969.876,-74233.89418,3,-6,5,5,3,2,4,2,4,5,1,1,3,3
5276,0,1646869.876,-64233.89418,3,-46,5,5,3,2,3,2,4,5,1,1,3,3
5277,0,1648269.876,-65233.89418,3,-46,5,5,3,2,3,2,4,5,1,1,3,3
5278,0,1651169.876,-67933.89418,2,-6,5,5,2,2,3,2,4,5,1,1,3,3
5279,0,1650869.876,-73433.89418,2,-6,5,5,2,2,4,2,4,5,1,1,3,3
5280,0,1664069.876,-59633.89418,5,129,5,5,2,2,4,4,4,5,1,1,3,3
5281,0,1741969.876,-74333.89418,5,143,5,5,2,4,5,4,4,4,2,1,4,4
5282,0,164169.8763,-44633.89418,1,-46,5,5,3,1,2,11,3,5,3,1,1,2
5283,0,1183869.876,-49733.89418,5,143,5,5,3,3,4,2,4,5,2,2,3,3
5284,0,1300169.876,-47933.89418,5,143,4,5,3,3,5,4,4,5,3,2,4,3
5285,0,1587669.876,-48233.89418,4,-219,4,5,3,5,5,4,4,5,3,1,4,4
5286,0,1586169.876,-49233.89418,4,-219,4,5,3,5,5,4,4,5,3,1,4,4
5287,0,1595369.876,-53033.89418,5,129,4,5,3,2,5,4,4,5,3,1,4,4
5288,0,1598069.876,-55933.89418,3,-219,4,5,3,4,5,4,4,5,3,1,4,4
5289,0,1598969.876,-59433.89418,3,143,4,5,3,3,5,4,4,5,3,1,4,4
5290,0,1608669.876,-45133.89418,4,-219,4,5,3,5,5,4,4,5,3,1,4,4
5291,0,1611969.876,-45633.89418,2,-219,4,5,3,5,5,4,4,5,3,1,4,4
5292,0,1603769.876,-45833.89418,2,143,4,5,3,4,5,4,4,5,3,1,4,4
5293,0,1606169.876,-48333.89418,3,143,4,5,3,5,5,4,4,5,3,1,4,4
5294,0,1613269.876,-49533.89418,4,-6,4,5,3,3,5,4,4,5,3,1,4,4
5295,0,1605469.876,-51533.89418,5,143,4,5,3,4,5,4,4,5,3,1,4,4
5296,0,1620869.876,-46433.89418,3,-219,5,5,3,4,5,4,4,5,3,2,4,3
5297,0,1617969.876,-48533.89418,3,-219,5,5,3,4,5,4,4,5,3,1,4,4
5298,0,1621369.876,-57533.89418,2,-6,5,5,3,4,5,4,4,5,2,1,4,3
5299,0,1659469.876,-49633.89418,3,129,5,5,3,2,3,1,4,5,1,1,3,3
5300,0,1652669.876,-52033.89418,3,-6,5,5,3,2,3,2,4,5,1,1,3,3
5301,0,1648769.876,-57433.89418,3,-6,5,5,3,2,4,2,4,5,1,1,3,3
5302,0,1671369.876,-44733.89418,2,129,5,5,2,2,4,4,4,5,1,0,3,3
5303,0,1764269.876,-51933.89418,4,-46,5,5,2,3,5,4,4,4,2,1,4,4
5304,0,1770669.876,-48533.89418,3,-219,5,5,2,4,5,2,4,4,2,1,4,4
5305,0,1770369.876,-55533.89418,2,143,5,5,2,3,5,4,4,4,2,1,4,4
5306,0,75969.87628,-37333.89418,3,129,5,5,4,2,4,2,2,5,3,0,2,3
5307,0,84669.87628,-34433.89418,4,-6,5,5,4,2,5,2,3,5,3,1,3,3
5308,0,145969.8763,-38033.89418,1,-46,5,5,3,1,3,11,3,5,3,1,1,2
5309,0,155869.8763,-38533.89418,5,-6,5,5,3,2,1,11,3,5,3,1,2,2
5310,0,161569.8763,-43333.89418,4,-46,5,5,3,2,1,11,3,5,3,1,1,2
5311,0,435869.8763,-30733.89418,3,-219,3,5,3,4,5,4,1,5,3,0,3,3
5312,0,434669.8763,-32433.89418,5,-219,3,5,3,5,5,4,1,5,3,0,2,3
5313,0,1015269.876,-32133.89418,5,129,4,5,3,2,5,4,4,5,3,2,4,3
5314,0,1150769.876,-30133.89418,3,-219,4,5,3,4,4,4,4,5,2,0,3,3
5315,0,1152569.876,-31933.89418,2,-219,4,5,3,4,2,2,4,5,2,0,3,3
5316,0,1156769.876,-32833.89418,2,129,4,5,3,2,4,11,4,5,2,1,2,3
5317,0,1185869.876,-38033.89418,5,143,5,5,3,3,4,4,4,5,2,2,3,3
5318,0,1181469.876,-42033.89418,4,-6,5,5,3,2,4,3,4,5,2,2,3,3
5319,0,1600669.876,-39433.89418,2,-219,4,5,3,5,5,4,4,5,3,1,4,4
5320,0,1595769.876,-41933.89418,2,143,4,5,3,5,5,4,4,5,3,1,4,4
5321,0,1592969.876,-43433.89418,3,-219,4,5,3,5,5,4,4,5,3,1,4,4
5322,0,1657769.876,-41233.89418,3,-46,5,5,3,2,4,2,4,5,1,1,3,3
5323,0,1665369.876,-31533.89418,4,-6,5,5,2,2,4,2,4,5,1,1,3,3
5324,0,1661569.876,-38733.89418,3,-46,5,5,3,2,3,2,4,5,1,1,3,3
5325,0,1664269.876,-40933.89418,2,-46,5,5,2,2,4,2,4,5,1,1,3,3
5326,0,1769069.876,-37233.89418,5,-219,5,5,2,4,5,2,4,4,2,0,4,4
5327,0,1773069.876,-38533.89418,5,-219,5,5,2,4,5,4,4,4,2,0,4,4
5328,0,1771669.876,-43933.89418,3,129,5,5,2,4,5,2,4,4,2,1,4,4
5329,0,2312469.876,-39433.89418,3,-6,4,5,3,2,5,4,5,4,1,0,5,4
5330,0,2328269.876,-42333.89418,2,-46,4,5,3,2,5,4,5,4,1,1,5,4
5331,0,2355669.876,-37033.89418,2,-6,3,5,3,3,5,4,5,5,1,0,5,4
5332,0,298069.8763,-16233.89418,2,129,4,5,3,4,5,4,3,5,3,1,4,3
5333,0,444769.8763,-25433.89418,3,-46,3,5,3,4,5,4,1,5,3,0,3,2
5334,0,443069.8763,-25633.89418,3,-219,3,5,3,5,5,4,1,5,3,0,3,3
5335,0,443369.8763,-26733.89418,3,-219,3,5,3,5,5,4,1,5,3,0,3,3
5336,0,441669.8763,-27233.89418,4,-219,3,5,3,5,5,4,1,5,3,0,3,3
5337,0,452269.8763,-19133.89418,4,-219,3,5,3,5,5,4,1,5,3,0,3,3
5338,0,449969.8763,-20733.89418,3,-219,3,5,3,5,5,4,1,5,3,0,3,3
5339,0,448469.8763,-21233.89418,4,-219,3,5,3,5,5,4,1,5,3,0,3,3
5340,0,446969.8763,-23833.89418,3,-219,,5,3,4,4,4,1,5,3,0,3,2
5341,0,1137969.876,-17633.89418,3,-6,5,5,3,4,4,3,4,5,2,1,3,3
5342,0,1134369.876,-19233.89418,2,-6,5,5,3,2,4,4,4,5,2,1,3,3
5343,0,1131169.876,-20533.89418,2,143,4,5,3,3,4,2,4,5,2,1,3,3
5344,0,1148069.876,-14033.89418,3,-219,4,5,3,4,4,2,4,5,2,0,3,3
5345,0,1150069.876,-20333.89418,5,143,4,5,3,4,4,4,4,5,2,0,3,3
5346,0,1158669.876,-20533.89418,3,-46,4,5,3,2,2,11,4,5,2,1,1,3
5347,0,1148469.876,-21133.89418,4,-46,4,5,3,2,4,4,4,5,2,0,3,3
5348,0,1155969.876,-23133.89418,3,-219,4,5,3,4,3,4,4,5,2,1,2,3
5349,0,1146269.876,-24533.89418,2,-6,4,5,3,3,4,2,4,5,2,0,3,3
5350,0,1153969.876,-25733.89418,5,143,4,5,3,4,2,4,4,5,2,0,3,3
5351,0,1158769.876,-28333.89418,3,143,4,5,3,3,2,11,4,5,2,1,1,3
5352,0,1156269.876,-28633.89418,4,143,4,5,3,4,2,11,4,5,2,1,2,3
5353,0,1663069.876,-20433.89418,4,143,5,5,3,3,5,4,4,5,2,1,3,3
5354,0,1778069.876,-14533.89418,3,-219,4,5,2,5,5,2,4,4,2,1,4,4
5355,0,1770169.876,-15833.89418,4,129,5,5,2,3,4,4,4,4,2,0,4,4
5356,0,1774669.876,-17633.89418,5,143,5,5,2,4,5,2,4,4,2,1,4,4
5357,0,1774769.876,-21933.89418,4,129,5,5,2,3,4,2,4,4,2,1,4,4
5358,0,1779269.876,-25433.89418,5,-219,5,5,2,4,5,4,4,4,3,1,4,4
5359,0,1775969.876,-27433.89418,2,-219,5,5,2,4,5,2,4,4,2,1,4,4
5360,0,1784469.876,-28733.89418,5,143,5,5,2,3,5,4,4,4,2,1,4,4
5361,0,2288369.876,-13933.89418,4,-6,4,5,3,2,5,4,5,5,1,1,5,4
5362,0,2299469.876,-28833.89418,3,143,4,5,3,4,5,4,5,4,1,1,5,4
5363,0,2326769.876,-26033.89418,3,129,4,5,3,3,5,4,5,4,1,1,5,4
5364,0,2348669.876,-15733.89418,5,-46,4,5,3,3,5,4,5,5,1,1,5,4
5365,0,2370169.876,-26533.89418,4,143,3,5,3,3,5,4,5,5,1,1,5,4
5366,0,30569.87628,1166.105822,1,-46,5,5,4,1,1,11,1,5,3,2,3,2
5367,0,22769.87628,-633.894178,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5368,0,29069.87628,-1533.894178,1,-46,5,5,3,1,3,11,1,5,3,2,2,2
5369,0,32269.87628,-2233.894178,1,-46,5,5,3,1,3,11,1,5,3,2,2,2
5370,0,26269.87628,-3333.894178,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5371,0,23069.87628,-3633.894178,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5372,0,26369.87628,-5633.894178,1,-46,5,5,3,1,2,11,1,5,3,2,2,2
5373,0,23769.87628,-7433.894178,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5374,0,27369.87628,-9633.894178,5,-46,5,5,3,2,4,11,1,5,3,2,1,2
5375,0,23269.87628,-10833.89418,1,-46,5,5,3,1,2,11,1,5,3,2,2,2
5376,0,35869.87628,-33.89417801,1,-46,5,5,4,1,3,11,1,5,3,2,2,2
5377,0,1128769.876,-2333.894178,4,-46,4,5,3,2,4,4,4,5,2,0,2,3
5378,0,1129069.876,-7833.894178,3,129,4,5,3,2,4,2,4,5,2,1,3,3
5379,0,1131469.876,866.105822,2,143,4,5,3,3,4,2,4,5,2,0,2,3
5380,0,1133169.876,-33.89417801,2,143,4,5,3,3,3,2,4,5,2,0,2,3
5381,0,1131169.876,-433.894178,2,129,4,5,3,2,4,2,4,5,2,0,2,3
5382,0,1141169.876,-533.894178,3,-6,4,5,3,2,4,4,4,5,2,1,1,3
5383,0,1134069.876,-733.894178,3,143,4,5,3,3,3,2,4,5,2,0,2,3
5384,0,1135069.876,-1433.894178,3,143,4,5,3,3,4,2,4,5,2,0,2,3
5385,0,1136969.876,-2433.894178,2,129,4,5,3,3,4,5,4,5,2,0,2,3
5386,0,1138969.876,-4433.894178,3,-219,4,5,3,4,4,2,4,5,2,0,2,3
5387,0,1139969.876,-5733.894178,3,-6,4,5,3,3,4,2,4,5,2,0,2,3
5388,0,1132969.876,-5833.894178,5,-6,4,5,3,2,4,2,4,5,2,0,3,3
5389,0,1136069.876,-7133.894178,5,143,4,5,3,3,4,4,4,5,2,0,3,3
5390,0,1138569.876,-8933.894178,3,143,4,5,3,4,4,2,4,5,2,0,3,3
5391,0,1133969.876,-9433.894178,4,129,4,5,3,3,4,2,4,5,2,1,3,3
5392,0,1135769.876,-9933.894178,4,129,4,5,3,3,4,3,4,5,2,0,3,3
5393,0,1143569.876,-10433.89418,2,-219,4,5,3,4,4,4,4,5,2,0,3,3
5394,0,1132069.876,-11533.89418,3,-6,4,5,3,3,4,2,4,5,2,1,3,3
5395,0,1140369.876,-12833.89418,4,143,4,5,3,3,4,5,4,5,2,0,3,3
5396,0,1154069.876,-10733.89418,5,-46,4,5,3,2,4,3,4,5,2,1,1,3
5397,0,1154769.876,-11633.89418,3,-46,4,5,3,2,4,3,4,5,2,1,1,3
5398,0,1149969.876,-11933.89418,3,-6,4,5,3,2,4,3,4,5,2,0,2,3
5399,0,1372069.876,-9033.894178,5,-46,4,4,3,2,5,4,4,4,3,1,5,3
5400,0,1676469.876,-12733.89418,2,129,5,5,2,2,4,2,4,5,1,1,3,3
5401,0,1677569.876,-9333.894178,4,-6,5,5,3,3,4,2,4,5,1,1,3,3
5402,0,1773769.876,-1733.894178,5,-46,5,5,2,3,5,2,4,4,2,1,4,4
5403,0,1773669.876,-8533.894178,5,-219,5,5,2,4,5,4,4,4,2,1,4,4
5404,0,2292469.876,-2533.894178,5,143,4,5,3,3,5,4,5,5,1,1,5,4
5405,0,2304769.876,-10233.89418,4,129,4,5,3,2,5,4,5,5,1,1,5,4
5406,0,2324869.876,-11733.89418,4,-46,4,5,3,2,5,4,5,5,1,1,5,4
5407,0,2359369.876,-9133.894178,4,-6,4,5,3,2,5,4,5,5,1,1,5,4
5408,0,-174430.1237,13366.10582,2,-46,5,5,2,2,3,2,3,5,2,1,3,2
5409,0,-160230.1237,14266.10582,5,-46,5,5,2,2,3,2,3,5,2,1,1,2
5410,0,-152730.1237,10866.10582,1,-46,5,5,3,1,3,2,3,5,2,1,3,2
5411,0,-155630.1237,9966.105822,3,-46,5,5,2,2,3,9,3,5,2,1,2,2
5412,0,-124730.1237,16366.10582,2,-46,5,5,3,2,4,3,3,5,2,1,4,2
5413,0,-13430.12372,15866.10582,1,-46,5,5,4,1,1,11,1,5,3,2,2,2
5414,0,-15630.12372,13866.10582,1,-46,5,5,3,1,1,11,1,5,3,2,2,2
5415,0,-18530.12372,13166.10582,1,-46,5,5,4,1,1,11,1,5,3,2,2,2
5416,0,-13430.12372,10266.10582,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5417,0,-20330.12372,8766.105822,2,-46,5,5,3,2,1,11,1,5,3,2,1,2
5418,0,-16330.12372,8066.105822,1,-46,5,5,3,1,1,11,1,5,3,2,2,2
5419,0,-14030.12372,5166.105822,1,-46,5,5,3,1,1,11,1,5,3,2,2,2
5420,0,-17830.12372,2266.105822,2,129,5,5,3,2,1,4,1,5,3,2,1,2
5421,0,-13830.12372,1566.105822,1,-6,5,5,3,1,1,11,1,5,3,2,2,2
5422,0,15969.87628,15666.10582,5,-46,5,5,3,2,1,11,1,5,3,2,3,2
5423,0,19769.87628,6166.105822,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5424,0,22169.87628,4266.105822,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5425,0,28269.87628,3866.105822,2,-46,5,5,4,2,1,11,1,5,3,2,3,2
5426,0,25169.87628,3466.105822,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5427,0,34569.87628,2166.105822,1,-46,5,5,4,1,1,11,1,5,3,2,3,2
5428,0,23869.87628,1466.105822,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5429,0,46469.87628,15266.10582,1,-46,5,5,4,1,2,11,1,5,3,1,2,2
5430,0,40369.87628,11566.10582,1,-46,5,5,4,1,1,11,1,5,3,2,3,2
5431,0,42169.87628,8366.105822,1,-6,5,5,4,1,2,11,1,5,3,2,3,2
5432,0,36569.87628,4966.105822,1,-46,5,5,4,2,1,11,1,5,3,2,3,2
5433,0,43369.87628,3866.105822,5,-46,5,5,4,2,3,11,1,5,3,2,2,2
5434,0,39369.87628,1866.105822,5,-46,5,5,4,2,3,11,1,5,3,2,2,2
5435,0,50869.87628,16466.10582,5,-6,5,5,3,2,2,4,1,5,3,1,2,2
5436,0,50369.87628,11066.10582,4,-6,5,5,4,2,5,4,1,5,3,1,1,2
5437,0,65969.87628,15766.10582,2,129,5,5,3,3,3,4,1,5,3,1,1,2
5438,0,71969.87628,11266.10582,2,129,5,5,4,2,4,4,1,5,3,1,3,2
5439,0,972369.8763,5266.105822,5,-46,4,5,3,2,5,4,4,5,3,1,4,3
5440,0,1131469.876,3266.105822,2,143,4,5,3,3,4,2,4,5,2,0,1,3
5441,0,1156169.876,6966.105822,4,143,4,5,3,3,5,4,4,5,3,1,3,3
5442,0,1419269.876,7566.105822,4,129,4,4,3,2,5,4,3,4,3,2,5,3
5443,0,1515369.876,6766.105822,3,-219,4,5,3,4,5,4,4,4,3,2,5,3
5444,0,1776469.876,15266.10582,5,143,4,5,2,3,5,2,4,4,2,0,4,4
5445,0,1778769.876,7866.105822,5,-219,4,5,2,5,5,4,4,4,2,1,4,4
5446,0,1783269.876,13766.10582,2,143,4,5,2,3,5,4,4,4,3,1,4,4
5447,0,2279469.876,6066.105822,2,-6,4,5,3,2,5,4,5,5,1,0,5,4
5448,0,2287469.876,15866.10582,5,129,4,5,3,3,5,4,5,5,1,1,5,4
5449,0,2293369.876,14366.10582,4,-6,4,5,3,2,5,4,5,5,2,1,5,4
5450,0,2366269.876,11966.10582,2,-6,4,5,3,2,5,4,5,5,1,1,5,4
5451,0,-163530.1237,30066.10582,5,-46,5,5,2,2,3,9,3,5,2,1,2,2
5452,0,-177430.1237,23166.10582,1,-46,5,5,2,2,3,2,3,5,2,1,3,2
5453,0,-164330.1237,16766.10582,4,-6,5,5,2,2,3,4,3,5,2,0,1,2
5454,0,-151330.1237,24766.10582,5,-46,5,5,3,2,3,2,3,5,2,1,3,2
5455,0,-155530.1237,21066.10582,4,-46,5,5,3,2,3,2,3,5,2,1,3,2
5456,0,-136330.1237,23366.10582,5,-6,5,5,3,2,4,4,3,5,2,1,3,2
5457,0,-138530.1237,18466.10582,5,-46,5,5,3,2,4,2,3,5,2,1,3,2
5458,0,18869.87628,28766.10582,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5459,0,22369.87628,29666.10582,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5460,0,19969.87628,25066.10582,1,-46,5,5,3,1,1,11,1,5,3,2,3,2
5461,0,48269.87628,28666.10582,4,-6,4,5,3,2,2,11,1,5,3,1,2,2
5462,0,48269.87628,20766.10582,2,-6,5,5,3,2,3,11,1,5,3,1,2,2
5463,0,44169.87628,17666.10582,4,-46,5,5,4,2,1,11,1,5,3,1,3,2
5464,0,48369.87628,16866.10582,4,-46,5,5,3,2,1,11,1,5,3,1,2,2
5465,0,52769.87628,23966.10582,2,143,4,5,3,2,4,4,1,5,3,1,1,2
5466,0,54669.87628,18166.10582,2,-46,5,5,3,2,2,11,1,5,3,1,1,2
5467,0,60769.87628,16866.10582,1,-46,5,5,3,2,2,11,1,5,3,1,2,2
5468,0,1779669.876,25566.10582,5,143,4,5,2,4,5,2,4,4,2,0,4,4
5469,0,1780769.876,24366.10582,5,-219,4,5,2,4,5,2,4,4,2,0,4,4
5470,0,1778869.876,18866.10582,5,129,4,5,2,4,5,2,4,4,2,0,4,4
5471,0,2298069.876,22766.10582,5,143,4,5,3,3,5,4,5,5,2,1,5,4
5472,0,2285969.876,21766.10582,2,129,4,5,3,2,5,4,5,5,1,0,5,4
5473,0,2370469.876,20466.10582,4,129,4,5,3,2,5,4,5,5,2,1,5,4
